name,lat,lon
"Honolulu, Hawaii",21.30694437772,-157.85833331756
"Anchorage, AK",61.218055598438,-149.9002778437
"Vancouver Island, Canada",49.650637577288,-125.44939063489
"Vancouver, Canada",49.282729066908,-123.12073750421
"Vancouver, BC",49.282729066908,-123.12073750421
"Vancouver, Canada",49.282729066908,-123.12073750421
"Shelton, Washington",47.21509447787,-123.10070668347
"Eugene, Oregon",44.052069070749,-123.08675366454
"Eugene, Oregon",44.052069070749,-123.08675366454
"Salem, Oregon",44.942897488363,-123.03509633057
"Salem, Oregon",44.942897488363,-123.03509633057
"Longview, Washington",46.138167567551,-122.93816724792
"Hillsboro, Oregon",45.527217686176,-122.93609063141
"Olympia, Washington",47.037874097005,-122.9006951116
"Medford, Oregon",42.326515163295,-122.87559491582
"Port Townsend, Washington",48.117038682103,-122.7604471799
"Santa Rosa, California",38.440428986214,-122.71405485459
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Portland, Oregon",45.505106393248,-122.67502611503
"Bremerton, Washington",47.565006664954,-122.6269768551
"Novato, California",38.107419786975,-122.56970322691
"San Rafael, California",37.973534599878,-122.53108746372
"Bellingham, Washington",48.751911185682,-122.47868548147
"San Francisco, California",37.774929469451,-122.41941553541
"San Francisco, California",37.774929469451,-122.41941553541
"Seattle, Washington",47.606209460646,-122.33207082376
"Seattle, Washington",47.606209460646,-122.33207082376
"Seattle, Washington",47.606209460646,-122.33207082376
"Seattle, Washington",47.606209460646,-122.33207082376
"Mission, British Columbia",49.132927190512,-122.32616032474
"San Mateo, California",37.562991664745,-122.32552547939
"Bay Area, California",37.827178398147,-122.29130786844
"Oakland, California",37.804351374507,-122.27116397582
"Oakland, California",37.804351374507,-122.27116397582
"Sedro-Woolley, Washington",48.503889958374,-122.23611010239
"Redwood City, California",37.484795465134,-122.22814100794
"Cupertino, California",37.322997786105,-122.03218233772
"Santa Cruz, California",36.974117076024,-122.03079630621
"San Jose, California",37.338208174333,-121.88632867299
"San Jose, California",37.338208174333,-121.88632867299
"San Jose, California",37.338208174333,-121.88632867299
"San Jose, CA",37.338208174333,-121.88632867299
"Chico, California",39.728494361043,-121.83747776784
"WATSONVILLE, California",36.910230964422,-121.75689465366
"Oakley, California",37.99742189236,-121.71245363541
"Sacramento,California",38.581571895629,-121.49439968169
"Sacramento, California",38.581571895629,-121.49439968169
"Sacramento, California",38.581571895629,-121.49439968169
"Sacramento, California",38.581571895629,-121.49439968169
Sacramento ca,38.581571895629,-121.49439968169
"Bend, Oregon",44.058172772638,-121.31530967541
"Bend, Oregon",44.058172772638,-121.31530967541
"Modesto, California",37.639259481803,-120.99700145423
"San Luis Obispo, CA",35.282752364874,-120.65961560234
"Lompoc, CA",34.639150067233,-120.45794097707
"Sonora, California",37.982949572615,-120.38217242807
"Kamloops, British Columbia",50.674521960318,-120.32726752572
"Tahoe, California",39.096849267371,-120.03235076554
"South Lake Tahoe, California",38.939925958402,-119.97718686238
"Simi Valley, California",34.26944736857,-118.78148205578
"Venice, California",33.985046879388,-118.4694832284
"Sylmar, California",34.305827887729,-118.45719745383
"San Fernando Valley, California",34.18257816229,-118.43967567198
"Manhattan Beach, California",33.884736075997,-118.4109089803
"Torrance, California",33.835849170573,-118.34062881768
"San Pedro, California",33.736061858945,-118.29224612564
"Los Angeles, California",34.052234161645,-118.24368498288
"Los Angeles, California",34.052234161645,-118.24368498288
"Los Angeles, California",34.052234161645,-118.24368498288
"Los Angeles, California",34.052234161645,-118.24368498288
"Downey, California",33.940108772367,-118.13315936364
"Downey, California",33.940108772367,-118.13315936364
"Whittier, California",33.979179295711,-118.03284407593
"Huntington Beach, California",33.659483492374,-117.99880265258
"Westminster, California",33.759175669402,-117.98970585689
"Orange County, California",33.71747079771,-117.83114288002
"Orange County, California",33.71747079771,-117.83114288002
"Orange County, California",33.71747079771,-117.83114288002
"Yorba Linda, California",33.888503490016,-117.81325715594
"Pomona, California",34.055102993734,-117.7499909699
"Laguna Hills, California",33.591643259861,-117.69866044633
"Chino, California",34.012234588154,-117.68894406036
"Spokane, Washington",47.658780170605,-117.42604650557
"Carlsbad, California",33.158093299717,-117.35059395432
"Murrieta , California",33.553914260119,-117.21392325126
"San Diego, California",32.715737982653,-117.16108381748
"San Diego, California",32.715737982653,-117.16108381748
"Yucaipa, California",34.0336249955,-117.04308656976
"Lewiston, Idaho",46.400408861227,-117.00118904002
Southern California,34.959208262153,-116.41938907094
"Brawley, California",32.978656576015,-115.53026704118
"Canmore, Alberta",51.089993370697,-115.34418560565
"Las Vegas, Nevada",36.169941192493,-115.13982960954
"Las Vegas, Nevada",36.169941192493,-115.13982960954
"Las Vegas, Nevada",36.169941192493,-115.13982960954
"Las Vegas, Nevada",36.169941192493,-115.13982960954
"Las Vegas, Navada",36.169941192493,-115.13982960954
"Imperial Valley, California",32.737547694705,-114.9633007776
"Calgary, Canada",51.044733063318,-114.07188311219
"Edmonton, Alberta",53.546124477871,-113.49382298067
"Surprise, AZ",33.629233664833,-112.36792794429
"Phoenix, Arizona",33.448377088644,-112.07403738052
"Pheonix, Arizona",33.448377088644,-112.07403738052
"Roy, Utah",41.16161079146,-112.02633135952
"Tempe, Arizona",33.425510376692,-111.9400054682
"Salt Lake City, Utah",40.760779296979,-111.89104744233
"Sandy, Utah",40.564978080802,-111.83897260576
"Mesa, Arizona",33.41518429108,-111.83147247881
"Sedona, Arizona",34.869739492424,-111.76098964177
"Flagstaff, Arizona",35.198283568025,-111.65130204521
"Tucson, Az",32.222606563009,-110.97471088171
"Sonora, Mexico",29.297224665061,-110.3308814764
"Sierra Vista, AZ",31.545500080101,-110.27728565969
"Billings, Montana",45.783285582438,-108.50069040433
"Saskatoon, Saskatchewan",52.157901981845,-106.67015776969
"Saskatoon, Saskatchewan",52.157901981845,-106.67015776969
"El Paso, Tx",31.761877778918,-106.48502172902
"Santo Domingo, NM",35.514756194316,-106.36585881002
"Chihuahua, Mexico",28.632995677181,-106.0691004619
"Laramie, Wyoming",41.311366860755,-105.59110072441
"Denver, Colorado",39.739235769957,-104.99025103636
"Denver, Colorado",39.739235769957,-104.99025103636
"Denver, Colorado",39.739235769957,-104.99025103636
"Denver, Colorado",39.739235769957,-104.99025103636
"Denver, Colorado",39.739235769957,-104.99025103636
"Thornton, Colorado",39.868041188456,-104.97192434035
"Colorado Springs,CO",38.833881597966,-104.82136348262
"Lubbock, Texas",33.57786307577,-101.85516653582
"Monterrey, Mexico",25.686614178121,-100.31611265615
"Laredo, Texas",27.503561298363,-99.507551947609
"San Antonio, Texas",29.424121859483,-98.493628241122
"San Antonio, Texas",29.424121859483,-98.493628241122
"San Antonio, Texas",29.424121859483,-98.493628241122
"Falfurrias, Texas",27.226987159811,-98.144171442837
"Fal, Texas",27.226987159811,-98.144171442837
"Weslaco, Texas",26.15951939486,-97.990836678073
"Austin, Texas",30.267152977176,-97.743060830981
"Austin, Texas",30.267152977176,-97.743060830981
"Austin, Texas",30.267152977176,-97.743060830981
"Austin, Texas",30.267152977176,-97.743060830981
"San Benito, Texas",26.132575976662,-97.631100649014
"Pflugerville, Texas",30.454845079221,-97.622266542166
"Oklahoma, Oklahoma",35.467560170218,-97.516427664086
"Corpus Christi , Texas",27.800582796335,-97.396381041035
"Ft. Worth, Texas",32.755488278344,-97.330765826628
"Fort Worth, Texas",32.755488278344,-97.330765826628
"Fort Worth, Texas",32.755488278344,-97.330765826628
"Wichita, Kansas",37.687176098116,-97.330053029582
"Waco, Texas",31.549332998693,-97.146669561043
"Winnipeg, Manitoba",49.895135974512,-97.13837441057
"winnipeg, canada",49.895135974512,-97.13837441057
"Arlington, Texas",32.73568699602,-97.108065616339
"Dallas, Texas",32.776664192788,-96.796987960115
"Dallas, Texas",32.776664192788,-96.796987960115
"Dallas, Texas",32.776664192788,-96.796987960115
"Dallas, TX",32.776664192788,-96.796987960115
"Dallas, tx",32.776664192788,-96.796987960115
"Beatrice, Nebraska",40.265926863067,-96.746691344306
"Beatrice, Nebraska",40.265926863067,-96.746691344306
"Omaha, Nebraska",41.256536892615,-95.93450345099
"Houston, Texas",29.760426697321,-95.36980281584
"Houston, Texas",29.760426697321,-95.36980281584
"Houston, Texas",29.760426697321,-95.36980281584
"Houston, Texas",29.760426697321,-95.36980281584
"Kansas City, Kansas",39.115531397983,-94.626787332818
"Kansas City, Missouri",39.099726481363,-94.578566746786
"Texarkana, Texas",33.425124976784,-94.0476882644
"Burnsville, Minnesota",44.76774236653,-93.277722615749
"Minneapolis, Minnesota",44.97775296215,-93.265010872856
"Minneapolis, Minnesota",44.97775296215,-93.265010872856
"Minneapolis, Minnesota",44.97775296215,-93.265010872856
"Minneapolis, MN",44.97775296215,-93.265010872856
"Lakeville, Minnesota",44.649686780758,-93.242720039561
"St. Paul, Minnesota",44.953702893108,-93.089957842603
"St. Paul, Minnesota",44.953702893108,-93.089957842603
"Saint Paul, Minnesota",44.953702893108,-93.089957842603
"Austin, Minnesota",43.666629558429,-92.974636768922
"Lafayette, Louisiana",30.224089692347,-92.019842779264
"Lafayette, Louisiana",30.224089692347,-92.019842779264
"Swartz, Louisiana",32.568752090447,-91.985130719841
"Eau Claire, Wisconsin",44.811348966323,-91.498494101688
"Baton Rouge, Louisiana",30.451467675157,-91.187146632001
"Villa Nueva, Guatemala",14.530546478927,-90.59584996663
Saint Louis Missouri,38.627002481371,-90.199404219165
"Saint Louis, Missouri",38.627002481371,-90.199404219165
"Flowood, Mississippi",32.338052066043,-90.092754978687
"Dirrrty South, Mississippi",34.888964686543,-89.822979737073
Thunder Bay. Canada,48.380895084701,-89.247682364658
"Oshkosh, Wisconsin",44.024706180207,-88.542613601312
"Hoffman Estates, IL",42.062991480343,-88.122719982639
"Round Lake, Illinios",42.353354981169,-88.093414502218
"Schaumburg, Illinois",42.03336069826,-88.083405923098
"Green Bay, Wisconsin",44.513318790123,-88.013295829296
"Chicago, Illinois",41.878113560379,-87.629798278213
"Chicago, Illinois",41.878113560379,-87.629798278213
"Chicago, Illinois",41.878113560379,-87.629798278213
"Chicago,Illinois",41.878113560379,-87.629798278213
"Pensacola, Florida",30.421308958903,-87.216914948076
"Huntsville, Alabama",34.730368768796,-86.586103728041
"Middle, Tennessee",35.848610498942,-86.364881331101
"South Bend, Indiana",41.676354487427,-86.251989835873
"Indianapolis,Indiana",39.768402990885,-86.158068012446
"Louisville, Kentucky",38.252664674073,-85.758455749601
"Grand Rapids, Michigan",42.96335988678,-85.668086344376
"Samara, Costa Rica",9.8820221889764,-85.529036102816
"Bardstown, Kentucky",37.809227881953,-85.466902563348
"Ontario, Canada",51.253774962388,-85.323214028031
"Ontario, Canada",51.253774962388,-85.323214028031
"Ontario, Canada",51.253774962388,-85.323214028031
"Fort Wayne, Indiana",41.079272967763,-85.139351366088
"Lansing, Michigan",42.732534972019,-84.555534711108
"Cincinnati, Ohio",39.103118176572,-84.512019641697
"Cincinnati, Ohio",39.103118176572,-84.512019641697
"Cincinnati, Ohio",39.103118176572,-84.512019641697
"Lexington, Kentucky",38.040583664551,-84.503716444597
"Lexington, Kentucky",38.040583664551,-84.503716444597
"Atlanta, Georgia",33.748995386995,-84.387982478365
"Atlanta, Georgia",33.748995386995,-84.387982478365
"Atlanta, Georgia",33.748995386995,-84.387982478365
"Oak Ridge, Tennessee",36.010356084444,-84.269644925371
"Barnesville, Georgia",33.054570886306,-84.1557495296
"Knoxville, Tennessee",35.960638364777,-83.920739237219
"Flint, Michigan",43.012527376413,-83.687456203625
"Toledo, Ohio",41.65280519519,-83.537867479026
"Toledo, Ohio",41.65280519519,-83.537867479026
Toledo Ohio,41.65280519519,-83.537867479026
"Westland, Michigan",42.324203979224,-83.400211064145
"Marysville, Ohio",40.236448589712,-83.367143282667
"Athens, Georgia",33.951934673823,-83.357567042112
"Athens, Georgia",33.951934673823,-83.357567042112
"Livonia, Michigan",42.368369987234,-83.352709729224
"Michigan, Detroit",42.331426958553,-83.045753873885
"Detroit, Michigan",42.331426958553,-83.045753873885
"Detroit, Michigan",42.331426958553,-83.045753873885
"Detroit, Michigan",42.331426958553,-83.045753873885
"Detroit, Michigan",42.331426958553,-83.045753873885
"Columbus, Ohio",39.961175490171,-82.998794261366
"Asheville, NC",35.595058095641,-82.551486957818
"Tampa, Florida",27.950574983843,-82.457177639008
"Sarnia, Ontario",42.974535981193,-82.406590171158
"Ninety Six, South Carolina",34.17512669228,-82.024007001892
"Lakeland, FL",28.039465360343,-81.949804276228
"Fort Myers, Florida",26.640627980232,-81.872308468446
"Cleveland, Ohio",41.499319975264,-81.694360580295
"Cleveland, Ohio",41.499319975264,-81.694360580295
"Jacksonville, Florida",30.332183763385,-81.655651023611
"Jacksonville, Florida",30.332183763385,-81.655651023611
"Jacksonville, FL",30.332183763385,-81.655651023611
"Charleston, West Virginia",38.349819481373,-81.632623421028
"Newberry, South Carolina",34.274583295919,-81.618717843667
"Yulee, Florida",30.631903395988,-81.606486635283
"Orlando, Florida",28.538335491903,-81.379236560315
"Orlando, Florida",28.538335491903,-81.379236560315
"Orlando, Fl",28.538335491903,-81.379236560315
London Ontario,42.984923296608,-81.245276816189
"Charlotte, North Carolina",35.227086888626,-80.843126764521
"Kitchener-Waterloo, Ontari",43.453471767716,-80.500124283135
"Clarksburg, West Virginia",39.280645083636,-80.344534115866
"Cambridge, Ontario",43.361621070653,-80.314427660778
"Cambridge, Ontario",43.361621070653,-80.314427660778
"Wellington, FL",26.661763493903,-80.268357116729
"Wellington, FL",26.661763493903,-80.268357116729
"Winston Salem, North Carolina",36.099859597161,-80.244216062129
"Margate, Florida",26.244526267983,-80.206436058506
"Miami, FL",25.761679778807,-80.191790275276
"Erie, Pennsylvania",42.129224063829,-80.085059059784
"West Palm Beach, Florida",26.715342379175,-80.053374627605
"High point, North Carolina",35.955692287534,-80.005317656323
"Pittsburgh, Pennsylvania",40.440624793991,-79.995886422694
Pittsburgh,40.440624793991,-79.995886422694
"Pittsburgh, Pennsylvania",40.440624793991,-79.995886422694
"Pittsburgh, Pennsylvania",40.440624793991,-79.995886422694
"Ancaster, Ontario",43.217779062688,-79.987283572555
"Charleston, South Carolina",32.776474887505,-79.931051228195
"Hamilton, Ontario",43.255720585585,-79.871102431789
"Barrie, Ontario",44.389355597086,-79.690331602469
"Toronto, Canada",43.653225973248,-79.383184304461
"Toronto, Canada",43.653225973248,-79.383184304461
"Toronto, Canada",43.653225973248,-79.383184304461
"Toronto, Canada",43.653225973248,-79.383184304461
"Toronto, Ontario",43.653225973248,-79.383184304461
"Toronto, Canada",43.653225973248,-79.383184304461
"Toronto, Canadaa",43.653225973248,-79.383184304461
"Toronto, Ontario",43.653225973248,-79.383184304461
"Niagara, Ontario",43.058164492249,-79.29021332413
"Trujillo, Peru",-8.1060428358614,-79.032972715795
"Fayetteville, North Carolina",35.052664093673,-78.878358537331
"Harrisonburg, Virginia",38.44956878107,-78.868915569037
"Lockport, New York",43.170612794347,-78.690309869125
"Rochester, New York",43.15657788422,-77.608846547082
"Rockville, MD",39.083997295238,-77.152757858858
"Washington, D.C.",38.907192279585,-77.036870755255
"Baltimore, Washington DC",38.90168109443,-77.028804346919
"Harrisburg, Pennsylvania",40.27319108136,-76.886700829491
Hershey. Pennsylvania,40.28592386283,-76.650246838108
"Baltimore, Maryland",39.290384771302,-76.612189309672
"Lancaster, Pennsylvania",40.037875478156,-76.305514415726
"Lancaster, PA",40.037875478156,-76.305514415726
"Syracuse, New York",43.04812209215,-76.147424429655
"Upstate, New York",43.042284473777,-76.139813745394
"Virginia Beach, Virginia",36.852926281281,-75.977985011414
"Virginia beach, Virginia",36.852926281281,-75.977985011414
"Reading, Pennsylvania",40.335648288019,-75.926874764264
"Ottawa, Canada",45.421529598534,-75.697193183005
"Ottawa, Ontario Canada",45.421529598534,-75.697193183005
"Philadelphia, Pennsylvania",39.952583871782,-75.165221532807
"Philly, Philadelphia",39.952583871782,-75.165221532807
"Philadelphia, Pennsylvania",39.952583871782,-75.165221532807
"Philadelphia, Pennsylvania",39.952583871782,-75.165221532807
"Somerdale, New Jersey",39.844002686441,-75.022669164464
"Akwesasne, NY",44.978390489705,-74.68492875807
"Mont-Tremblant, Quebec",46.118461587466,-74.596185274422
New Jersey,40.058323759586,-74.405661262572
North Jersey,40.058323759586,-74.405661262572
"Cranford, New Jersey",40.658421171829,-74.299592804164
"Montclair, New Jersey",40.825900691561,-74.209005301818
"Newark, New Jersey",40.735656972975,-74.17236674577
"Newark, New Jersey",40.735656972975,-74.17236674577
"Bergen County, New Jersey",40.926276161335,-74.077010024339
"Bogota, Colombia",4.7109885793179,-74.072092026472
"Bogotá, Colombia",4.7109885793179,-74.072092026472
"New York City, Ney York",40.712775299326,-74.005972808227
"Brooklyn, New York",40.678178365342,-73.944157948717
"Queens, New York",40.728223859333,-73.794851610437
"Queens, New York",40.728223859333,-73.794851610437
"Westchester, New York",41.122019374743,-73.794851610437
"White plains, New York",41.03398617357,-73.762909770012
"Albany, New York",42.652579285204,-73.756231740117
"Montreal Quebec, Canada",45.501688881777,-73.567256033421
"Montréal, Canada",45.501688881777,-73.567256033421
"Saint constant ,Quebec",45.379180996679,-73.564491346478
"Great Barrington, Massachusetts",42.195979761891,-73.362008035183
"Long Island, New York",40.789141980931,-73.134961053729
"Long Island, New York",40.789141980931,-73.134961053729
"Westfield, ma",42.125092875212,-72.749538011849
"Hartford, Connecticut",41.765804272145,-72.673372328281
"Springfield, Massachusetts",42.101483065635,-72.589811040089
"Springfield, Massachusetts",42.101483065635,-72.589811040089
"Concord, New Hampshire",43.208136563189,-71.537571810186
"Nashua, New Hampshire",42.765366174281,-71.467566071078
"Providence, Rhode Island",41.823989097029,-71.412834338844
"Providence, Rhode Island",41.823989097029,-71.412834338844
"Londonderry, New Hampshire",42.865129765123,-71.373927220702
"Québec, QC",46.813878295943,-71.207980960608
"Québec, QC",46.813878295943,-71.207980960608
"Medford, Massachusetts",42.418429562822,-71.106163971126
"Boston, Massachusetts",42.360082464293,-71.058880146593
"Boston, Massachusetts",42.360082464293,-71.058880146593
"Santiago, Chile",-33.448889725842,-70.669265566394
Santiago Chile,-33.448889725842,-70.669265566394
"Martha’s Vineyard, Massachusetts",41.380498073995,-70.645473031327
"Portland, Maine",43.659099298529,-70.256818933412
"Caracas, Venezuela",10.480593675748,-66.90360638313
"New Brunswick, Canada",46.565316268243,-66.46191646345
"San Juan, Puerto Rico",18.465539384633,-66.105735534802
"Saint John, New Brunswick",45.273315296508,-66.063308017328
"Nova Scotia, Canada",44.681986570358,-63.74431100674
"Halifax, Nova Scotia",44.648763472214,-63.575238715857
"Halifax, Nova Scotia",44.648763472214,-63.575238715857
"Sint Eustatius, Dutch Caribbean",17.489030566067,-62.973555028439
"Argentina, Buenos Aires",-34.603684432805,-58.381559131667
"Newfoundland, Canada",53.135509081185,-57.660436425358
"Posadas misiones, Argentina",-27.362137427554,-55.900874622166
"St. John’s, Newfoundland",47.561509567313,-52.712576854974
"Florianópolis, Brasil",-27.598639321513,-48.518722951412
"São Paulo, Brasil",-23.550519933924,-46.63330947049
"São Paulo, Brasil",-23.550519933924,-46.63330947049
"São Paulo, Brasil",-23.550519933924,-46.63330947049
"Belo Horizonte, Brasil",-19.916681307368,-43.934493139386
"Lisbon, Portugal",38.722252375446,-9.1393366176635
"Seixal, Portugal",38.64106756635,-9.0975000243634
"Leiria, Portugal",39.749533063732,-8.8076830655336
"Cork, Ireland",51.898514265195,-8.4756035450846
"Tavira, Portugal",37.133590579033,-7.6430019456893
"Navan, Ireland",53.647091961466,-6.6966605186462
"Dublin, Ireland",53.349805260077,-6.2603097036481
"Belfast, Northern Ireland",54.597284998745,-5.9301200509071
"North Ayrshire, Scotland",55.641673067585,-4.7594600357115
"Lampeter, Wales",52.112902980298,-4.0785090252757
"Devon, England",50.715559087694,-3.5308750346303
"Torquay, Devon",50.461920895614,-3.5253150667995
"Cardif, Wales",51.481580967084,-3.1790900789201
"Blackpool, England",53.817505273037,-3.0356748774648
"Bristol, England",51.454512993805,-2.5879100058228
"Manchester, England",53.480759295635,-2.2426305804402
"Manchester, England",53.480759295635,-2.2426305804402
"Aberdeen, Scotland",57.149716964923,-2.0942780189216
"Aberdeen, Scotland",57.149716964923,-2.0942780189216
"Staffordshire, England",52.879274468869,-2.0571868401021
"Birmingham, England",52.486242963932,-1.8904010485858
"Birmingham, England",52.486242963932,-1.8904010485858
"Coventry, England",52.406821958721,-1.5196930244565
"Barnsley, Yorkshire",53.552629966289,-1.4797260146588
"Derby, UK",52.922530076467,-1.4746186695993
"Winchester, United Kingdom",51.059770993888,-1.3101420085877
"Nottingham, United Kingdom",52.954783178866,-1.1581086181104
England Leicester,52.636877791956,-1.1397592071444
"Nottinghamshire, England",53.100318959914,-0.99363061599433
Surrey England,51.314759259112,-0.55995010770857
"Littlehampton, UK",50.811056960374,-0.53866091184318
"Bedford, England",52.138639362529,-0.46677821315825
"Brighton, England",50.822529983707,-0.13716305606067
"London, England",51.507350876927,-0.12775830924511
"London, England",51.507350876927,-0.12775830924511
"London, England",51.507350876927,-0.12775830924511
"London, England",51.507350876927,-0.12775830924511
"London, England",51.507350876927,-0.12775830924511
"Essex, United Kingdom",51.574244666845,0.48567806370556
"Kent, England",51.278707478195,0.52172536030412
"Kent, United Kingdom",51.278707478195,0.52172536030412
"Ipswich,UK",52.056735972874,1.1482199840248
"Paris, France",48.856613980606,2.3522218689322
"Kortrijk, Belgium",50.819477587938,3.2577262446284
"Geraardsbergen, Belgium",50.770735396072,3.8751638866961
"Stekene, Belgium",51.206382592209,4.0408829972148
"Brussels, Belgium",50.850339587778,4.3517102859914
"Brussels, Germany",50.843862472102,4.3734205886722
"Antwerp, Belgium",51.219447464682,4.4024642184377
"Mechelen, Belgium",51.025876086205,4.4775361474603
"Rotterdam, The Netherlands",51.924420087598,4.4777325354517
"Hilversum, Netherlands",52.229169574566,5.1668973919004
"Luxembourg, Luxembourg",49.611620991491,6.1319345701486
"Groningen, Netherlands",53.219383475371,6.5665016323328
"Duisburg, Germany",51.434407867491,6.762329293415
"Dusseldorf, Germany",51.227741064504,6.7734555993229
"Cologne, Germany",50.937530994415,6.9602785818279
"Bern, Switzerland",46.94797386881,7.4474467802793
"Dortmund, Germany",51.513587180525,7.4652980547398
"Hopsten, Germany",52.382055362687,7.6018866989762
"Münster, Germany",51.960664861836,7.6261346228421
"Thun, Switzerland",46.757986759767,7.6279880292714
"Osnabrück, Germany",52.279911185615,8.0471787415445
"Karlsruhe, Germany",49.006890063174,8.4036526177078
"Zurich, Switzerland",47.376886582933,8.5416939295828
"Genova, Italy",44.405649891123,8.9462559577078
"Stuttgart, Germany",48.775845877826,9.1829320695251
"Milan, italy",45.464203460142,9.1899819206446
"Milan, Italy",45.464203460142,9.1899819206446
"Aabenraa, Denmark.",55.040851961821,9.415158899501
"Flensburg, Germany",54.793743062764,9.4469963852316
"Hamburg, Germany",53.551084594801,9.9936818797141
"Aarhus, Denmark",56.162938973866,10.203920966014
"Schweinfurt, Germany",50.049204658717,10.219422625378
"gifhorn, germany",52.48090909794,10.550782894716
"Oslo, Norway",59.913868764415,10.752245374024
"Wolfsberg, Germany",52.422650260851,10.78654604964
"Nurnberg, Germany",49.4521017652,11.076665343717
"Mysen, Norway",59.553784090094,11.325746420771
"München, Germany",48.135125278495,11.581980446354
"Munich, Germany",48.135125278495,11.581980446354
"Pordenone, Italy",45.962639786303,12.655136128888
"Helsingborg, Sweden",56.046467358246,12.694512046874
"Bara, Sweden",55.57994869072,13.184715835378
"Berlin, Germany",52.520006569102,13.404953945428
"Gislaved, Sweden",57.298499979079,13.543259957805
"Gislaved, Sweden",57.298499979079,13.543259957805
"Linz, Austria",48.306939960457,14.285829942673
"Prague, The Czech Republic",50.075538083911,14.437800468877
"Styria , Austria",47.359344181605,14.469982618466
"Gränna, Sweden",58.025023397058,14.47009476833
"Vienna, Austria",48.208174277097,16.373818852007
"Wroclaw, Poland",51.107885171659,17.03853755258
"Stockholm, Sweden",59.329323470592,18.068580748513
"Cape Town, South Africa",-33.924868502654,18.424055250362
"Esztergom, Hungary",47.788394861855,18.743445072323
"Budapest, Hungary",47.497911960818,19.040234936401
"Budapest, Hungary",47.497911960818,19.040234936401
"Czestochowa, Poland",50.811819462106,19.120309352875
"Warsaw, Poland",52.229675590061,21.012228699401
"Helsinki, Finland",60.169855691493,24.938379032537
"Helsinki, Finland",60.169855691493,24.938379032537
"Oulu, Finland",65.012088781223,25.465077124536
"Oulu, Finland",65.012088781223,25.465077124536
"Jyvaskyla, Finland",62.242603367195,25.747256660834
"Jyväskylä, Finland",62.242603367195,25.747256660834
south africa Johannesburg,-26.204102821648,28.047305038199
"Johannesburg, South Africa",-26.204102821648,28.047305038199
"Johannesburg, Southern Africa",-26.204102821648,28.047305038199
"Pretoria, South Africa",-25.747867617756,28.229271126911
"Nelspruit, South Africa",-25.475298436359,30.96941627562
"Maputo, Mozambique",-25.969248013571,32.573174592108
"Oktyabrsky, Russia",54.47720149532,53.489539381117
"Dubai, UAE",25.20484928973,55.270782737061
"Bangkok, Thailand",13.756330870092,100.50176502205
"Bukit Batok, Singapore",1.3590287882835,103.76367953606
"Singapore, Singapore",1.3520829984918,103.81983594038
Singapore,1.3520829984918,103.81983594038
"South Tangerang, Indonesia",-6.2835218338296,106.71129321679
"Jakarta, Indonesia",-6.208763429895,106.84559896588
"Bandung, Indonesia",-6.9174639042467,107.61912273243
"Bandung, Indonesia",-6.9174639042467,107.61912273243
"Bali, Indonesia",-8.3405389403924,115.09195083752
"Perth, Australia",-31.952312313952,115.86130896583
"Perth, Western Australia",-31.952312313952,115.86130896583
"Shanghai, China",31.230415999889,121.4737009909
"Taipei, Taiwan",25.032969396561,121.56541761942
"Taipei City, Taiwan",25.032969396561,121.56541761942
"Bukidnon, Philippines",8.0515053961426,124.92299454287
"GenSan, Philippines",6.1163860978559,125.17161796801
"Seoul City, South Korea",37.566534988582,126.97796914726
"Venus Bay, South Australia",-33.233558717184,134.67211855575
"Koenji, Japan",35.707898377441,139.64648446999
"Hagatna, Guam",13.476282390766,144.75022279657
"Melbourne, Australia",-37.813627626747,144.96305759065
"Melbourne, Australia",-37.813627626747,144.96305759065
"Melbourne, Australia",-37.813627626747,144.96305759065
"Melbourne, Australia",-37.813627626747,144.96305759065
"Gong, NSW",-33.874621340074,151.20614407584
"Sydney, Australia",-33.868819721974,151.20929541998
"Sydney, Australia",-33.868819721974,151.20929541998
"Sydney, Australia",-33.868819721974,151.20929541998
"Brisbane, Australia",-27.469770703465,153.02512343042
"Sunshine Coast, Queensland",-26.650000037625,153.06666699238
"Rangiera, NZ",-43.338921661489,172.62206275016
"Auckland, NZ",-36.850882731378,174.76448809728
"Wellington, NZ",-41.292381430976,174.77874621749
"Wellington, NZ",-41.292381430976,174.77874621749
